,Image,Detections,Confidence %,TP,FP,Acc TP,Acc FP,Precision,Recall
1034,Image 1270,gopinath krishna temple,99.99951124191284,0,1,973,8,0.9918450560652395,0.26240560949298813
1035,Image 1059,shveta bhairava,99.99951124191284,1,0,974,8,0.9918533604887984,0.2626752966558792
1036,Image 1157,taleju bell_BDS,99.99951124191284,1,0,975,8,0.9918616480162767,0.26294498381877024
1037,Image 776,shiva temple,99.99951124191284,1,0,976,8,0.991869918699187,0.2632146709816613
1038,Image 125,siddhi lakshmi temple,99.99951124191284,1,0,977,8,0.9918781725888325,0.26348435814455234
1039,Image 1211,gopinath krishna temple,99.99951124191284,1,0,978,8,0.9918864097363083,0.26375404530744334
1040,Image 924,bhaktapur tower,99.99949932098389,1,0,979,8,0.9918946301925026,0.2640237324703344
1041,Image 219,golden gate,99.99949932098389,1,0,980,8,0.9919028340080972,0.26429341963322545
1042,Image 1926,nyatapola temple,99.99949932098389,1,0,981,8,0.9919110212335692,0.2645631067961165
1043,Image 487,bhagavati temple,99.99949932098389,1,0,982,8,0.9919191919191919,0.26483279395900755
1044,Image 1338,jagannatha temple,99.99949932098389,1,0,983,8,0.9919273461150353,0.2651024811218986
1045,Image 1150,dattatreya temple,99.99949932098389,1,0,984,8,0.9919354838709677,0.26537216828478966
1046,Image 2046,degu tale temple_KDS,99.99949932098389,1,0,985,8,0.9919436052366566,0.2656418554476807
1047,Image 317,badrinath temple,99.99949932098389,0,0,985,8,0.9919436052366566,0.2656418554476807
1048,Image 474,kavindrapura sattal,99.99948740005493,1,0,986,8,0.9919517102615694,0.26591154261057176
1049,Image 522,chasin dega,99.99948740005493,1,0,987,8,0.9919597989949749,0.26618122977346276
1050,Image 1213,gopinath krishna temple,99.99948740005493,1,0,988,8,0.9919678714859438,0.2664509169363538
1051,Image 4,vishnu temple,99.99948740005493,1,0,989,8,0.9919759277833501,0.26672060409924486
1052,Image 1646,basantapur tower,99.99948740005493,1,0,990,8,0.9919839679358717,0.2669902912621359
1053,Image 801,taleju bell_KDS,99.99948740005493,1,0,991,8,0.991991991991992,0.26725997842502697
1054,Image 1619,kirtipur tower,99.99947547912598,1,0,992,8,0.992,0.267529665587918
1055,Image 1843,siddhi lakshmi temple,99.99947547912598,1,0,993,8,0.9920079920079921,0.26779935275080907
1056,Image 1052,shveta bhairava,99.99947547912598,1,0,994,8,0.9920159680638723,0.2680690399137001
1057,Image 1387,gaddi durbar,99.99947547912598,1,0,995,8,0.9920239282153539,0.2683387270765912
1058,Image 2043,nyatapola temple,99.99947547912598,1,0,996,8,0.9920318725099602,0.2686084142394822
1059,Image 506,taleju bell_KDS,99.99947547912598,1,0,997,8,0.9920398009950249,0.2688781014023732
1060,Image 656,bhimeleshvara,99.99947547912598,1,0,998,8,0.9920477137176938,0.2691477885652643
1061,Image 993,kavindrapura sattal,99.99947547912598,1,0,999,8,0.9920556107249255,0.26941747572815533
1062,Image 104,palace of the 55 windows,99.99947547912598,1,0,1000,8,0.9920634920634921,0.2696871628910464
1063,Image 1925,nyatapola temple,99.99947547912598,1,0,1001,8,0.9920713577799801,0.26995685005393744
1064,Image 1445,shveta bhairava,99.99946355819702,1,0,1002,8,0.9920792079207921,0.2702265372168285
1065,Image 409,garud,99.99946355819702,1,0,1003,8,0.9920870425321464,0.27049622437971954
1066,Image 1012,kavindrapura sattal,99.99946355819702,1,0,1004,8,0.9920948616600791,0.2707659115426106
1067,Image 1072,narayan temple,99.99946355819702,1,0,1005,8,0.9921026653504442,0.27103559870550165
1068,Image 332,golden gate,99.99946355819702,1,0,1006,8,0.9921104536489151,0.27130528586839264
1069,Image 26,gaddi durbar,99.99946355819702,1,0,1007,8,0.9921182266009853,0.2715749730312837
1070,Image 1876,vastala temple,99.99946355819702,1,0,1008,8,0.9921259842519685,0.27184466019417475
1071,Image 581,hanuman idol,99.99946355819702,1,0,1009,8,0.992133726647001,0.2721143473570658
1072,Image 1217,kedamatha tirtha,99.99946355819702,1,0,1010,8,0.9921414538310412,0.27238403451995685
1073,Image 1005,kasthamandap,99.99945163726807,1,0,1011,8,0.9921491658488715,0.2726537216828479
1074,Image 1170,national gallery,99.99945163726807,1,0,1012,8,0.9921568627450981,0.27292340884573896
1075,Image 598,bhuvana lakshmeshvara,99.99945163726807,1,0,1013,8,0.9921645445641528,0.27319309600863
1076,Image 319,national gallery,99.99945163726807,1,0,1014,8,0.9921722113502935,0.27346278317152106
1077,Image 1262,chayasilin mandap,99.99945163726807,1,0,1015,8,0.9921798631476051,0.27373247033441206
1078,Image 933,bhaktapur tower,99.99945163726807,1,0,1016,8,0.9921875,0.2740021574973031
1079,Image 1375,golden gate,99.99945163726807,1,0,1017,8,0.9921951219512195,0.27427184466019416
1080,Image 1045,jagannatha temple,99.99945163726807,1,0,1018,8,0.9922027290448343,0.2745415318230852
1081,Image 554,shveta bhairava,99.99943971633911,0,0,1018,8,0.9922027290448343,0.2745415318230852
1082,Image 1086,indrapura,99.99943971633911,1,0,1019,8,0.9922103213242454,0.27481121898597627
1083,Image 1904,bhupatindra malla column,99.99942779541016,1,0,1020,8,0.9922178988326849,0.2750809061488673
1084,Image 1264,palace of the 55 windows,99.99942779541016,1,0,1021,8,0.9922254616132167,0.2753505933117584
1085,Image 987,kasthamandap,99.99942779541016,1,0,1022,8,0.9922330097087378,0.2756202804746494
1086,Image 807,taleju bell_KDS,99.99942779541016,1,0,1023,8,0.9922405431619786,0.2758899676375405
1087,Image 1318,chayasilin mandap,99.99942779541016,1,0,1024,8,0.9922480620155039,0.2761596548004315
1088,Image 1171,national gallery,99.99942779541016,1,0,1025,8,0.9922555663117134,0.27642934196332253
1089,Image 1624,kirtipur tower,99.99942779541016,0,0,1025,8,0.9922555663117134,0.27642934196332253
1090,Image 89,taleju temple,99.99942779541016,1,0,1026,8,0.9922630560928434,0.2766990291262136
1091,Image 376,kumari ghar,99.9994158744812,1,0,1027,8,0.9922705314009662,0.27696871628910463
1092,Image 1668,kirtipur tower,99.9994158744812,1,0,1028,8,0.9922779922779923,0.2772384034519957
1093,Image 409,kasthamandap,99.9994158744812,1,0,1029,8,0.9922854387656702,0.27750809061488674
1094,Image 1306,vastala temple,99.9994158744812,1,0,1030,8,0.9922928709055877,0.2777777777777778
1095,Image 538,chasin dega,99.9994158744812,1,0,1031,8,0.9923002887391723,0.27804746494066884
1096,Image 2085,degu tale temple_KDS,99.9994158744812,1,0,1032,8,0.9923076923076923,0.2783171521035599
1097,Image 358,trailokya mohan,99.9994158744812,1,0,1033,8,0.9923150816522575,0.2785868392664509
1098,Image 1358,bhimeleshvara,99.9994158744812,1,0,1034,8,0.9923224568138196,0.27885652642934194
1099,Image 2038,panchamukhi hanuman,99.99940395355225,1,0,1035,8,0.9923298178331735,0.279126213592233
1100,Image 1336,bhimsen temple,99.99940395355225,1,0,1036,8,0.9923371647509579,0.27939590075512405
1101,Image 1245,palace of the 55 windows,99.99940395355225,1,0,1037,8,0.9923444976076555,0.2796655879180151
1102,Image 568,hanuman idol,99.99940395355225,1,0,1038,8,0.9923518164435946,0.27993527508090615
1103,Image 1022,gaddi durbar,99.99940395355225,1,0,1039,8,0.9923591212989494,0.2802049622437972
1104,Image 299,gopinath krishna temple,99.99940395355225,1,0,1040,8,0.9923664122137404,0.28047464940668826
1105,Image 1100,hanuman idol,99.99939203262329,1,0,1041,8,0.9923736892278361,0.2807443365695793
1106,Image 1518,taleju temple,99.99939203262329,1,0,1042,8,0.9923809523809524,0.2810140237324703
1107,Image 912,bhaktapur tower,99.99939203262329,1,0,1043,8,0.9923882017126546,0.28128371089536136
1108,Image 935,basantapur tower,99.99939203262329,0,0,1043,8,0.9923882017126546,0.28128371089536136
1109,Image 718,shiva temple,99.99939203262329,1,0,1044,8,0.9923954372623575,0.2815533980582524
1110,Image 551,shveta bhairava,99.99939203262329,1,0,1045,8,0.9924026590693258,0.28182308522114347
1111,Image 1831,fasidega temple,99.99939203262329,0,0,1045,8,0.9924026590693258,0.28182308522114347
1112,Image 1129,kala-bhairava,99.99938011169434,1,0,1046,8,0.9924098671726755,0.2820927723840345
1113,Image 897,vishnu temple,99.99938011169434,1,0,1047,8,0.9924170616113744,0.28236245954692557
1114,Image 533,chasin dega,99.99938011169434,1,0,1048,8,0.9924242424242424,0.2826321467098166
1115,Image 1320,mahadev temple,99.99938011169434,1,0,1049,8,0.9924314096499527,0.2829018338727077
1116,Image 1054,indrapura,99.99938011169434,1,0,1050,8,0.9924385633270322,0.28317152103559873
1117,Image 1148,dattatreya temple,99.99936819076538,0,0,1050,8,0.9924385633270322,0.28317152103559873
1118,Image 1920,fasidega temple,99.99936819076538,1,0,1051,8,0.9924457034938622,0.2834412081984897
1119,Image 1654,kirtipur tower,99.99936819076538,1,0,1052,8,0.9924528301886792,0.2837108953613808
1120,Image 532,chasin dega,99.99936819076538,1,0,1053,8,0.9924599434495759,0.28398058252427183
1121,Image 1822,fasidega temple,99.99936819076538,1,0,1054,8,0.992467043314501,0.2842502696871629
1122,Image 324,kedamatha tirtha,99.99936819076538,1,0,1055,8,0.9924741298212606,0.28451995685005393
1123,Image 1946,fasidega temple,99.99936819076538,1,0,1056,8,0.9924812030075187,0.284789644012945
1124,Image 579,hanuman idol,99.99936819076538,0,0,1056,8,0.9924812030075187,0.284789644012945
1125,Image 2021,taleju bell_KDS,99.99936819076538,1,0,1057,8,0.9924882629107982,0.28505933117583604
1126,Image 396,bhimeleshvara,99.99936819076538,1,0,1058,8,0.9924953095684803,0.2853290183387271
1127,Image 136,chayasilin mandap,99.99935626983643,1,0,1059,8,0.9925023430178069,0.28559870550161814
1128,Image 460,kavindrapura sattal,99.99935626983643,1,0,1060,8,0.9925093632958801,0.2858683926645092
1129,Image 525,chasin dega,99.99935626983643,1,0,1061,8,0.9925163704396632,0.2861380798274002
1130,Image 2049,shveta bhairava,99.99934434890747,1,0,1062,8,0.9925233644859813,0.28640776699029125
1131,Image 1725,dattatreya temple,99.99934434890747,1,0,1063,8,0.992530345471522,0.2866774541531823
1132,Image 750,bhagavati temple,99.99934434890747,1,0,1064,8,0.9925373134328358,0.28694714131607335
1133,Image 398,trailokya mohan,99.99934434890747,1,0,1065,8,0.9925442684063374,0.2872168284789644
1134,Image 973,simha sattal,99.99934434890747,1,0,1066,8,0.9925512104283054,0.28748651564185546
1135,Image 1464,kasthamandap,99.99934434890747,1,0,1067,8,0.9925581395348837,0.2877562028047465
1136,Image 379,trailokya mohan,99.99934434890747,1,0,1068,8,0.9925650557620818,0.28802588996763756
1137,Image 829,shveta bhairava,99.99934434890747,1,0,1069,8,0.9925719591457753,0.2882955771305286
1138,Image 736,kavindrapura sattal,99.99934434890747,1,0,1070,8,0.9925788497217068,0.2885652642934196
1139,Image 316,badrinath temple,99.99934434890747,1,0,1071,8,0.9925857275254866,0.28883495145631066
1140,Image 1390,basantapur tower,99.99933242797852,1,0,1072,8,0.9925925925925926,0.2891046386192017
1141,Image 515,taleju bell_KDS,99.99933242797852,0,0,1072,8,0.9925925925925926,0.2891046386192017
1142,Image 30,jagannatha temple,99.99933242797852,1,0,1073,8,0.9925994449583718,0.28937432578209277
1143,Image 999,simha sattal,99.99933242797852,1,0,1074,8,0.9926062846580407,0.2896440129449838
1144,Image 796,bhagavati temple,99.99933242797852,1,0,1075,8,0.9926131117266851,0.28991370010787487
1145,Image 73,bhuvana lakshmeshvara,99.99933242797852,1,0,1076,8,0.992619926199262,0.2901833872707659
1146,Image 692,chasin dega,99.99933242797852,1,0,1077,8,0.992626728110599,0.290453074433657
1147,Image 1015,kasthamandap,99.99933242797852,1,0,1078,8,0.992633517495396,0.29072276159654803
1148,Image 272,kala-bhairava,99.99933242797852,1,0,1079,8,0.9926402943882244,0.290992448759439
1149,Image 395,trailokya mohan,99.99933242797852,1,0,1080,8,0.9926470588235294,0.2912621359223301
1150,Image 706,shveta bhairava,99.99933242797852,1,0,1081,8,0.992653810835629,0.29153182308522113
1151,Image 1637,bhaktapur tower,99.99933242797852,1,0,1082,8,0.9926605504587156,0.2918015102481122
1152,Image 1283,national gallery,99.99932050704956,1,0,1083,8,0.9926672777268561,0.29207119741100324
1153,Image 1943,fasidega temple,99.99932050704956,1,0,1084,8,0.9926739926739927,0.2923408845738943
1154,Image 1917,nyatapola temple,99.99932050704956,1,0,1085,8,0.9926806953339433,0.29261057173678534
1155,Image 1572,bhimeleshvara,99.99932050704956,1,0,1086,8,0.9926873857404022,0.2928802588996764
1156,Image 1212,gopinath krishna temple,99.99932050704956,1,0,1087,8,0.9926940639269406,0.29314994606256745
1157,Image 915,gaddi durbar,99.9993085861206,1,0,1088,8,0.9927007299270073,0.29341963322545844
1158,Image 914,lalitpur tower,99.9993085861206,1,0,1089,8,0.9927073837739289,0.2936893203883495
1159,Image 1931,nyatapola temple,99.9993085861206,1,0,1090,8,0.9927140255009107,0.29395900755124055
1160,Image 662,kasthamandap,99.9993085861206,1,0,1091,8,0.9927206551410374,0.2942286947141316
1161,Image 139,garud,99.9993085861206,1,0,1092,8,0.9927272727272727,0.29449838187702265
1162,Image 74,vishnu temple,99.9993085861206,1,0,1093,8,0.9927338782924614,0.2947680690399137
1163,Image 1245,golden gate,99.9993085861206,1,0,1094,8,0.9927404718693285,0.29503775620280476
1164,Image 1092,taleju temple,99.9993085861206,1,0,1095,8,0.9927470534904805,0.2953074433656958
1165,Image 16,basantapur tower,99.9993085861206,1,0,1096,8,0.9927536231884058,0.29557713052858686
1166,Image 1540,taleju temple,99.9993085861206,0,0,1096,8,0.9927536231884058,0.29557713052858686
1167,Image 1623,basantapur tower,99.9993085861206,1,0,1097,8,0.9927601809954751,0.29584681769147786
1168,Image 1610,panchamukhi hanuman,99.9993085861206,0,0,1097,8,0.9927601809954751,0.29584681769147786
1169,Image 993,simha sattal,99.9993085861206,1,0,1098,8,0.9927667269439421,0.2961165048543689
1170,Image 307,gopinath krishna temple,99.9993085861206,1,0,1099,8,0.992773261065944,0.29638619201725996
1171,Image 46,panchamukhi hanuman,99.99929666519165,1,0,1100,8,0.9927797833935018,0.296655879180151
1172,Image 48,kala-bhairava,99.99929666519165,1,0,1101,8,0.9927862939585211,0.29692556634304207
1173,Image 364,garud,99.99929666519165,0,0,1101,8,0.9927862939585211,0.29692556634304207
1174,Image 1646,kirtipur tower,99.99929666519165,1,0,1102,8,0.9927927927927928,0.2971952535059331
1175,Image 453,simha sattal,99.99929666519165,1,0,1103,8,0.9927992799279928,0.2974649406688242
1176,Image 810,taleju bell_KDS,99.99929666519165,1,0,1104,8,0.9928057553956835,0.2977346278317152
1177,Image 1620,basantapur tower,99.99929666519165,1,0,1105,8,0.9928122192273136,0.2980043149946063
1178,Image 1349,bhimsen temple,99.99929666519165,1,0,1106,8,0.992818671454219,0.2982740021574973
1179,Image 1936,nyatapola temple,99.99929666519165,1,0,1107,8,0.9928251121076234,0.29854368932038833
1180,Image 1248,vastala temple,99.99929666519165,1,0,1108,8,0.992831541218638,0.2988133764832794
1181,Image 1590,kala-bhairava,99.99929666519165,1,0,1109,8,0.9928379588182632,0.29908306364617043
1182,Image 273,narayan temple,99.99929666519165,1,0,1110,8,0.9928443649373881,0.2993527508090615
1183,Image 723,shveta bhairava,99.9992847442627,1,0,1111,8,0.9928507596067918,0.29962243797195254
1184,Image 668,bhimeleshvara,99.9992847442627,1,0,1112,8,0.9928571428571429,0.2998921251348436
1185,Image 1186,gopinath krishna temple,99.9992847442627,1,0,1113,8,0.9928635147190009,0.30016181229773464
1186,Image 1271,gopinath krishna temple,99.9992847442627,0,1,1113,9,0.9919786096256684,0.30016181229773464
1187,Image 1025,trailokya mohan,99.9992847442627,0,0,1113,9,0.9919786096256684,0.30016181229773464
1188,Image 697,simha sattal,99.9992847442627,1,0,1114,9,0.9919857524487978,0.3004314994606257
1189,Image 1233,mahadev temple,99.9992847442627,1,0,1115,9,0.9919928825622776,0.30070118662351675
1190,Image 1371,palace of the 55 windows,99.9992847442627,1,0,1116,9,0.992,0.30097087378640774
1191,Image 386,trailokya mohan,99.9992847442627,1,0,1117,9,0.9920071047957372,0.3012405609492988
1192,Image 1093,indrapura,99.99927282333374,1,0,1118,9,0.9920141969831411,0.30151024811218985
1193,Image 799,taleju bell_KDS,99.99927282333374,1,0,1119,9,0.9920212765957447,0.3017799352750809
1194,Image 1587,vishnu temple,99.99927282333374,1,0,1120,9,0.9920283436669619,0.30204962243797195
1195,Image 1379,gopinath krishna temple,99.99927282333374,1,0,1121,9,0.9920353982300885,0.302319309600863
1196,Image 181,dattatreya temple,99.99927282333374,1,0,1122,9,0.9920424403183024,0.30258899676375406
1197,Image 1860,palace of the 55 windows,99.99927282333374,1,0,1123,9,0.9920494699646644,0.3028586839266451
1198,Image 939,bhaktapur tower,99.99927282333374,1,0,1124,9,0.9920564872021183,0.30312837108953616
1199,Image 1210,gopinath krishna temple,99.99927282333374,1,0,1125,9,0.9920634920634921,0.30339805825242716
1200,Image 122,bhairavnath temple,99.99927282333374,1,0,1126,9,0.9920704845814978,0.3036677454153182
1201,Image 54,panchamukhi hanuman,99.99927282333374,1,0,1127,9,0.9920774647887324,0.30393743257820927
1202,Image 708,simha sattal,99.99927282333374,1,0,1128,9,0.9920844327176781,0.3042071197411003
1203,Image 686,chasin dega,99.99927282333374,1,0,1129,9,0.992091388400703,0.30447680690399137
1204,Image 1568,taleju temple,99.99927282333374,1,0,1130,9,0.9920983318700615,0.3047464940668824
1205,Image 935,bhaktapur tower,99.99927282333374,0,0,1130,9,0.9920983318700615,0.3047464940668824
1206,Image 1033,bhagavati temple,99.99927282333374,1,0,1131,9,0.9921052631578947,0.3050161812297735
1207,Image 637,kumari ghar,99.99927282333374,1,0,1132,9,0.9921121822962313,0.30528586839266453
1208,Image 405,kasthamandap,99.99927282333374,1,0,1133,9,0.9921190893169878,0.3055555555555556
1209,Image 1568,bhuvana lakshmeshvara,99.99926090240479,1,0,1134,9,0.9921259842519685,0.3058252427184466
1210,Image 473,kavindrapura sattal,99.99926090240479,1,0,1135,9,0.9921328671328671,0.30609492988133763
1211,Image 1534,gaddi durbar,99.99926090240479,1,0,1136,9,0.9921397379912664,0.3063646170442287
1212,Image 322,kedamatha tirtha,99.99926090240479,1,0,1137,9,0.9921465968586387,0.30663430420711973
1213,Image 52,panchamukhi hanuman,99.99926090240479,1,0,1138,9,0.992153443766347,0.3069039913700108
