,Image,Detection,Confidence,TP,FP,TN,Acc TP,Acc FP,Acc TN,Recall,Specificity,FPR
882,Image1263,chayasilin mandap,99.99966621398926,1,0,3,832,51,1018,0.2243797195253506,0.9522918615528532,0.04770813844714683
883,Image880,taleju temple,99.99966621398926,1,0,0,833,51,1018,0.22464940668824163,0.9522918615528532,0.04770813844714683
884,Image869,vishnu temple,99.99966621398926,1,0,1,834,51,1019,0.22491909385113268,0.9523364485981308,0.047663551401869175
885,Image881,kala-bhairava,99.99966621398926,1,0,0,835,51,1019,0.22518878101402373,0.9523364485981308,0.047663551401869175
886,Image1750,dattatreya temple,99.99966621398926,1,0,0,836,51,1019,0.22545846817691478,0.9523364485981308,0.047663551401869175
887,Image1521,indrapura,99.9996542930603,1,0,2,837,51,1021,0.22572815533980584,0.9524253731343284,0.0475746268656716
888,Image1939,nyatapola temple,99.9996542930603,1,0,1,838,51,1022,0.22599784250269686,0.9524697110904008,0.047530288909599205
889,Image185,dattatreya temple,99.9996542930603,1,0,0,839,51,1022,0.2262675296655879,0.9524697110904008,0.047530288909599205
890,Image1070,indrapura,99.9996542930603,1,0,1,840,51,1023,0.22653721682847897,0.952513966480447,0.04748603351955305
891,Image1613,basantapur tower,99.9996542930603,1,0,1,841,51,1024,0.22680690399137002,0.9525581395348838,0.047441860465116226
892,Image332,national gallery,99.9996542930603,1,0,1,842,51,1025,0.22707659115426107,0.9526022304832714,0.04739776951672858
893,Image1746,bhimsen temple,99.9996542930603,1,0,0,843,51,1025,0.2273462783171521,0.9526022304832714,0.04739776951672858
894,Image1652,basantapur tower,99.9996542930603,1,0,1,844,51,1026,0.22761596548004315,0.9526462395543176,0.0473537604456824
895,Image1081,vishnu temple,99.9996542930603,1,0,3,845,51,1029,0.2278856526429342,0.9527777777777777,0.047222222222222276
896,Image1569,kala-bhairava,99.9996542930603,1,0,2,846,51,1031,0.22815533980582525,0.9528650646950092,0.0471349353049908
897,Image410,garud,99.9996542930603,1,0,1,847,51,1032,0.22842502696871628,0.9529085872576177,0.047091412742382266
898,Image689,chasin dega,99.9996542930603,1,0,1,848,51,1033,0.22869471413160733,0.9529520295202952,0.04704797047970477
899,Image545,shveta bhairava,99.9996542930603,1,0,0,849,51,1033,0.22896440129449838,0.9529520295202952,0.04704797047970477
900,Image1893,vastala temple,99.9996542930603,1,0,3,850,51,1036,0.22923408845738943,0.953081876724931,0.046918123275068946
901,Image1845,siddhi lakshmi temple,99.9996542930603,1,0,1,851,51,1037,0.2295037756202805,0.953125,0.046875
902,Image1074,narayan temple,99.9996542930603,1,0,1,852,51,1038,0.2297734627831715,0.953168044077135,0.04683195592286504
903,Image432,shiva temple,99.9996542930603,0,1,0,852,52,1038,0.2297734627831715,0.9522935779816514,0.047706422018348627
904,Image1053,jagannatha temple,99.9996542930603,1,0,2,853,52,1040,0.23004314994606256,0.9523809523809523,0.04761904761904767
905,Image82,pratap malla column,99.99964237213135,1,0,1,854,52,1041,0.23031283710895362,0.9524245196706312,0.04757548032936876
906,Image759,kasthamandap,99.99964237213135,1,0,0,855,52,1041,0.23058252427184467,0.9524245196706312,0.04757548032936876
907,Image2018,taleju bell_KDS,99.99964237213135,1,0,0,856,52,1041,0.2308522114347357,0.9524245196706312,0.04757548032936876
908,Image1238,badrinath temple,99.99964237213135,1,0,1,857,52,1042,0.23112189859762675,0.9524680073126143,0.04753199268738573
909,Image326,gopinath krishna temple,99.99964237213135,1,0,2,858,52,1044,0.2313915857605178,0.9525547445255474,0.04744525547445255
910,Image1385,trailokya mohan,99.99964237213135,1,0,1,859,52,1045,0.23166127292340885,0.9525979945305378,0.04740200546946216
911,Image188,dattatreya temple,99.99964237213135,1,0,0,860,52,1045,0.2319309600862999,0.9525979945305378,0.04740200546946216
912,Image523,chasin dega,99.99964237213135,1,0,0,861,52,1045,0.23220064724919093,0.9525979945305378,0.04740200546946216
913,Image861,hanuman idol,99.99964237213135,1,0,0,862,52,1045,0.23247033441208198,0.9525979945305378,0.04740200546946216
914,Image1927,fasidega temple,99.99964237213135,1,0,1,863,52,1046,0.23274002157497303,0.9526411657559198,0.04735883424408016
915,Image793,kavindrapura sattal,99.99964237213135,1,0,0,864,52,1046,0.23300970873786409,0.9526411657559198,0.04735883424408016
916,Image2086,degu tale temple_KDS,99.99964237213135,1,0,2,865,52,1048,0.23327939590075514,0.9527272727272728,0.047272727272727244
917,Image1522,kumari ghar,99.99963045120239,1,0,0,866,52,1048,0.23354908306364616,0.9527272727272728,0.047272727272727244
918,Image1499,chasin dega,99.99963045120239,1,0,0,867,52,1048,0.23381877022653721,0.9527272727272728,0.047272727272727244
919,Image1528,taleju temple,99.99963045120239,1,0,2,868,52,1050,0.23408845738942827,0.9528130671506352,0.047186932849364815
920,Image1953,fasidega temple,99.99963045120239,1,0,1,869,52,1051,0.23435814455231932,0.9528558476881233,0.04714415231187674
921,Image1213,badrinath temple,99.99963045120239,1,0,2,870,52,1053,0.23462783171521034,0.9529411764705882,0.04705882352941182
922,Image2032,kumari ghar,99.99963045120239,1,0,1,871,52,1054,0.2348975188781014,0.9529837251356239,0.047016274864376095
923,Image13,narayan temple,99.99963045120239,1,0,2,872,52,1056,0.23516720604099245,0.9530685920577617,0.04693140794223827
924,Image1079,bhuvana lakshmeshvara,99.99963045120239,1,0,2,873,52,1058,0.2354368932038835,0.9531531531531532,0.04684684684684681
925,Image937,basantapur tower,99.99963045120239,1,0,2,874,52,1060,0.23570658036677455,0.9532374100719424,0.046762589928057596
926,Image748,kumari ghar,99.99963045120239,0,1,0,874,53,1060,0.23570658036677455,0.9523809523809523,0.04761904761904767
927,Image1234,gopinath krishna temple,99.99963045120239,1,0,2,875,53,1062,0.23597626752966558,0.9524663677130045,0.047533632286995475
928,Image2067,bhagavati temple,99.99963045120239,1,0,0,876,53,1062,0.23624595469255663,0.9524663677130045,0.047533632286995475
929,Image1602,basantapur tower,99.99963045120239,0,1,0,876,54,1062,0.23624595469255663,0.9516129032258065,0.048387096774193505
930,Image1845,fasidega temple,99.99963045120239,1,0,1,877,54,1063,0.23651564185544768,0.9516562220232766,0.0483437779767234
931,Image1937,fasidega temple,99.99963045120239,1,0,1,878,54,1064,0.23678532901833874,0.9516994633273703,0.04830053667262968
932,Image567,hanuman idol,99.99963045120239,1,0,0,879,54,1064,0.23705501618122976,0.9516994633273703,0.04830053667262968
933,Image220,bhairavnath temple,99.99963045120239,1,0,0,880,54,1064,0.2373247033441208,0.9516994633273703,0.04830053667262968
934,Image976,simha sattal,99.99963045120239,1,0,1,881,54,1065,0.23759439050701187,0.9517426273458445,0.04825737265415553
935,Image433,shiva temple,99.99961853027344,1,0,0,882,54,1065,0.23786407766990292,0.9517426273458445,0.04825737265415553
936,Image1243,national gallery,99.99961853027344,1,0,6,883,54,1071,0.23813376483279397,0.952,0.04800000000000004
937,Image1311,national gallery,99.99961853027344,1,0,2,884,54,1073,0.238403451995685,0.9520851818988465,0.0479148181011535
938,Image1835,fasidega temple,99.99961853027344,1,0,0,885,54,1073,0.23867313915857605,0.9520851818988465,0.0479148181011535
939,Image58,chasin dega,99.99961853027344,1,0,0,886,54,1073,0.2389428263214671,0.9520851818988465,0.0479148181011535
940,Image1215,badrinath temple,99.99961853027344,1,0,2,887,54,1075,0.23921251348435815,0.9521700620017715,0.047829937998228544
941,Image1922,fasidega temple,99.99961853027344,1,0,1,888,54,1076,0.23948220064724918,0.952212389380531,0.04778761061946901
942,Image267,nyatapola temple,99.99961853027344,1,0,1,889,54,1077,0.23975188781014023,0.9522546419098143,0.04774535809018565
943,Image1615,basantapur tower,99.99961853027344,1,0,1,890,54,1078,0.24002157497303128,0.9522968197879859,0.04770318021201414
944,Image938,bhaktapur tower,99.99961853027344,1,0,2,891,54,1080,0.24029126213592233,0.9523809523809523,0.04761904761904767
945,Image1210,badrinath temple,99.99961853027344,1,0,2,892,54,1082,0.2405609492988134,0.9524647887323944,0.047535211267605626
946,Image669,bhimeleshvara,99.99961853027344,1,0,2,893,54,1084,0.2408306364617044,0.9525483304042179,0.047451669595782064
947,Image649,garud,99.99961853027344,1,0,2,894,54,1086,0.24110032362459546,0.9526315789473684,0.047368421052631615
948,Image1457,lalitpur tower,99.99960660934448,1,0,1,895,54,1087,0.24137001078748652,0.9526730937773883,0.04732690622261171
949,Image1665,kirtipur tower,99.99960660934448,1,0,1,896,54,1088,0.24163969795037757,0.9527145359019265,0.04728546409807355
950,Image1841,siddhi lakshmi temple,99.99960660934448,1,0,1,897,54,1089,0.24190938511326862,0.952755905511811,0.047244094488189003
951,Image667,garud,99.99960660934448,1,0,2,898,54,1091,0.24217907227615965,0.9528384279475982,0.04716157205240179
952,Image1823,fasidega temple,99.99960660934448,1,0,0,899,54,1091,0.2424487594390507,0.9528384279475982,0.04716157205240179
953,Image450,simha sattal,99.99960660934448,1,0,0,900,54,1091,0.24271844660194175,0.9528384279475982,0.04716157205240179
954,Image1923,fasidega temple,99.99960660934448,1,0,1,901,54,1092,0.2429881337648328,0.9528795811518325,0.04712041884816753
955,Image1394,lalitpur tower,99.99959468841553,1,0,0,902,54,1092,0.24325782092772383,0.9528795811518325,0.04712041884816753
956,Image1230,mahadev temple,99.99959468841553,1,0,2,903,54,1094,0.24352750809061488,0.9529616724738676,0.04703832752613235
957,Image443,shiva temple,99.99959468841553,1,0,0,904,54,1094,0.24379719525350593,0.9529616724738676,0.04703832752613235
958,Image38,degu tale temple_KDS,99.99959468841553,1,0,1,905,54,1095,0.24406688241639699,0.9530026109660574,0.04699738903394257
959,Image550,pratap malla column,99.99959468841553,1,0,0,906,54,1095,0.24433656957928804,0.9530026109660574,0.04699738903394257
960,Image1156,taleju bell_BDS,99.99959468841553,1,0,2,907,54,1097,0.24460625674217906,0.9530842745438749,0.0469157254561251
961,Image2024,taleju bell_KDS,99.99959468841553,1,0,0,908,54,1097,0.24487594390507011,0.9530842745438749,0.0469157254561251
962,Image9,bhuvana lakshmeshvara,99.99958276748657,1,0,2,909,54,1099,0.24514563106796117,0.9531656548135299,0.04683434518647012
963,Image643,trailokya mohan,99.99958276748657,1,0,1,910,54,1100,0.24541531823085222,0.9532062391681109,0.04679376083188913
964,Image1185,gopinath krishna temple,99.99958276748657,1,0,1,911,54,1101,0.24568500539374324,0.9532467532467532,0.04675324675324677
965,Image1941,fasidega temple,99.99958276748657,1,0,0,912,54,1101,0.2459546925566343,0.9532467532467532,0.04675324675324677
966,Image1595,indrapura,99.99958276748657,1,0,1,913,54,1102,0.24622437971952535,0.9532871972318339,0.04671280276816614
967,Image907,bhaktapur tower,99.99958276748657,1,0,1,914,54,1103,0.2464940668824164,0.9533275713050994,0.046672428694900625
968,Image1248,palace of the 55 windows,99.99958276748657,1,0,3,915,54,1106,0.24676375404530745,0.9534482758620689,0.04655172413793107
969,Image529,chasin dega,99.99958276748657,1,0,0,916,54,1106,0.24703344120819848,0.9534482758620689,0.04655172413793107
970,Image2060,panchamukhi hanuman,99.99958276748657,0,1,0,916,55,1106,0.24703344120819848,0.9526270456503014,0.04737295434969857
971,Image1898,chasin dega,99.99958276748657,1,0,0,917,55,1106,0.24730312837108953,0.9526270456503014,0.04737295434969857
972,Image700,simha sattal,99.99958276748657,1,0,1,918,55,1107,0.24757281553398058,0.9526678141135972,0.047332185886402756
973,Image77,degu tale temple_KDS,99.99958276748657,1,0,0,919,55,1107,0.24784250269687164,0.9526678141135972,0.047332185886402756
974,Image867,vishnu temple,99.99958276748657,1,0,1,920,55,1108,0.2481121898597627,0.9527085124677558,0.047291487532244214
975,Image960,bhimeleshvara,99.99958276748657,1,0,2,921,55,1110,0.2483818770226537,0.9527896995708155,0.047210300429184504
976,Image687,chasin dega,99.99957084655762,1,0,1,922,55,1111,0.24865156418554477,0.9528301886792453,0.047169811320754707
977,Image1004,kasthamandap,99.99957084655762,1,0,1,923,55,1112,0.24892125134843582,0.9528706083976007,0.04712939160239926
978,Image2019,taleju bell_KDS,99.99957084655762,1,0,0,924,55,1112,0.24919093851132687,0.9528706083976007,0.04712939160239926
979,Image170,palace of the 55 windows,99.99957084655762,1,0,4,925,55,1116,0.2494606256742179,0.9530315969257045,0.046968403074295506
980,Image959,garud,99.99957084655762,1,0,1,926,55,1117,0.24973031283710895,0.9530716723549488,0.04692832764505117
981,Image2044,basantapur tower,99.99957084655762,1,0,2,927,55,1119,0.25,0.9531516183986372,0.04684838160136284
982,Image869,bhuvana lakshmeshvara,99.99957084655762,1,0,1,928,55,1120,0.25026968716289105,0.9531914893617022,0.04680851063829783
983,Image1942,golden gate,99.99957084655762,1,0,1,929,55,1121,0.2505393743257821,0.9532312925170068,0.04676870748299322
984,Image1130,kala-bhairava,99.99957084655762,1,0,3,930,55,1124,0.25080906148867316,0.9533502968617472,0.046649703138252785
985,Image1932,fasidega temple,99.99957084655762,1,0,1,931,55,1125,0.2510787486515642,0.9533898305084746,0.04661016949152541
986,Image1090,jagannatha temple,99.99957084655762,1,0,0,932,55,1125,0.2513484358144552,0.9533898305084746,0.04661016949152541
987,Image1704,kumari ghar,99.99957084655762,1,0,1,933,55,1126,0.25161812297734626,0.9534292972057579,0.046570702794242136
988,Image1539,taleju temple,99.99957084655762,1,0,1,934,55,1127,0.2518878101402373,0.9534686971235194,0.04653130287648055
989,Image975,simha sattal,99.99957084655762,1,0,1,935,55,1128,0.25215749730312836,0.9535080304311073,0.04649196956889268
990,Image1182,kedamatha tirtha,99.99957084655762,1,0,1,936,55,1129,0.2524271844660194,0.9535472972972973,0.04645270270270274
991,Image1931,fasidega temple,99.99955892562866,1,0,1,937,55,1130,0.25269687162891047,0.9535864978902954,0.04641350210970463
992,Image134,palace of the 55 windows,99.99955892562866,1,0,1,938,55,1131,0.2529665587918015,0.9536256323777403,0.04637436762225966
993,Image1947,fasidega temple,99.99955892562866,1,0,1,939,55,1132,0.2532362459546926,0.953664700926706,0.046335299073294034
994,Image1660,kirtipur tower,99.99955892562866,0,1,0,939,56,1132,0.2532362459546926,0.9528619528619529,0.047138047138047146
995,Image1461,trailokya mohan,99.99955892562866,1,0,1,940,56,1133,0.2535059331175836,0.9529015979814971,0.047098402018502905
996,Image1317,palace of the 55 windows,99.99955892562866,1,0,5,941,56,1138,0.2537756202804746,0.9530988274706867,0.04690117252931325
997,Image1585,vishnu temple,99.99955892562866,1,0,1,942,56,1139,0.2540453074433657,0.9531380753138076,0.046861924686192435
998,Image1016,trailokya mohan,99.99955892562866,1,0,1,943,56,1140,0.25431499460625673,0.9531772575250836,0.04682274247491636
999,Image1714,dattatreya temple,99.99955892562866,1,0,0,944,56,1140,0.2545846817691478,0.9531772575250836,0.04682274247491636
1000,Image983,kavindrapura sattal,99.9995470046997,1,0,1,945,56,1141,0.25485436893203883,0.9532163742690059,0.04678362573099415
1001,Image535,chasin dega,99.9995470046997,0,1,0,945,57,1141,0.25485436893203883,0.9524207011686143,0.047579298831385675
1002,Image1315,national gallery,99.9995470046997,1,0,4,946,57,1145,0.2551240560949299,0.9525790349417638,0.04742096505823623
1003,Image1370,chayasilin mandap,99.9995470046997,1,0,1,947,57,1146,0.25539374325782094,0.9526184538653366,0.04738154613466339
1004,Image1930,nyatapola temple,99.9995470046997,1,0,1,948,57,1147,0.255663430420712,0.9526578073089701,0.047342192691029905
1005,Image1669,shveta bhairava,99.9995470046997,1,0,1,949,57,1148,0.25593311758360304,0.9526970954356846,0.04730290456431541
1006,Image1604,basantapur tower,99.9995470046997,1,0,1,950,57,1149,0.25620280474649404,0.9527363184079602,0.04726368159203975
1007,Image1655,kirtipur tower,99.9995470046997,1,0,1,951,57,1150,0.2564724919093851,0.9527754763877382,0.047224523612261815
1008,Image178,palace of the 55 windows,99.9995470046997,1,0,3,952,57,1153,0.25674217907227614,0.952892561983471,0.047107438016528946
1009,Image37,kala-bhairava,99.99953508377075,1,0,2,953,57,1155,0.2570118662351672,0.9529702970297029,0.04702970297029707
1010,Image1700,trailokya mohan,99.99953508377075,1,0,1,954,57,1156,0.25728155339805825,0.9530090684253916,0.04699093157460843
1011,Image688,taleju bell_KDS,99.99953508377075,1,0,1,955,57,1157,0.2575512405609493,0.9530477759472817,0.04695222405271826
1012,Image1702,chasin dega,99.99953508377075,1,0,2,956,57,1159,0.25782092772384035,0.953125,0.046875
1013,Image1011,shiva temple,99.99953508377075,1,0,1,957,57,1160,0.2580906148867314,0.9531635168447001,0.04683648315529987
1014,Image659,garud,99.99953508377075,1,0,1,958,57,1161,0.25836030204962246,0.9532019704433498,0.046798029556650245
1015,Image1183,gopinath krishna temple,99.9995231628418,1,0,1,959,57,1162,0.2586299892125135,0.9532403609515997,0.0467596390484003
1016,Image1053,indrapura,99.9995231628418,1,0,2,960,57,1164,0.2588996763754045,0.9533169533169533,0.04668304668304668
1017,Image680,trailokya mohan,99.9995231628418,1,0,2,961,57,1166,0.25916936353829556,0.9533932951757972,0.046606704824202816
1018,Image1226,gopinath krishna temple,99.9995231628418,1,0,1,962,57,1167,0.2594390507011866,0.9534313725490197,0.04656862745098034
1019,Image20,trailokya mohan,99.9995231628418,1,0,2,963,57,1169,0.25970873786407767,0.9535073409461664,0.046492659053833596
